"cc_gt01" "cc_gt02" "cc_gt03" "cc_gt04" "cc_gt05" "cc_gt06" "cc_gt07" "cc_gt08" "cc_gt09" "cc_gt10" "cc_gt11" "cc_gt12" "cc_un01" "cc_un02" "cc_un03" "cc_un04" "cc_un05" "cc_un06" "cc_un07" "cc_un08" "cc_un09" "cc_un10" "cc_un11" "cc_un12" "cc_un13" "cc_un14" "cc_un15" "cc_un16" "cc_un17" "cc_un18" "cc_un19" "cc_un20" "cc_un21" "cc_un22" "cc_un23" "cc_un24" "cc_un25" "cc_un26" "cc_un27" "cc_un28" "cc_unfccc01" "cc_unfccc02" "cc_unfccc03" "cc_unfccc04" "cc_unfccc05" "cc_unfccc06" "cc_unfccc07" "cc_unfccc08" "cc_unfccc09" "cc_unfccc10" "cc_unfccc11" "cc_unfccc12" "cc_unfccc13" "cc_unfccc14" "cc_unfccc15" "cc_unfccc16" "cc_unfccc17" "cc_unfccc18" "cc_unfccc19" "cc_unfccc20" "cc_unfccc21" "cc_unfccc22" "cc_unfccc23" "cc_unfccc24" "cc_unfccc25" "cc_unfccc26" "cc_unfccc27" "cc_unfccc28" "cc_unfccc29" "cc_unfccc30" "cc_unfccc31" "cc_unfccc32" "cc_unfccc33" "cc_unfccc34" "cc_unfccc35" "jfk_01" "jfk_02" "jfk_03" "jfk_04" "jfk_05" "jfk_06" "jfk_07" "jfk_08" "jfk_09" "jfk_10" "jfk_100" "jfk_11" "jfk_12" "jfk_13" "jfk_14" "jfk_15" "jfk_16" "jfk_17" "jfk_18" "jfk_19" "jfk_20" "jfk_21" "jfk_22" "jfk_23" "jfk_24" "jfk_25" "jfk_26" "jfk_27" "jfk_28" "jfk_29" "jfk_30" "jfk_31" "jfk_32" "jfk_33" "jfk_34" "jfk_35" "jfk_36" "jfk_37" "jfk_38" "jfk_39" "jfk_40" "jfk_41" "jfk_42" "jfk_43" "jfk_44" "jfk_45" "jfk_46" "jfk_47" "jfk_48" "jfk_49" "jfk_50" "jfk_51" "jfk_52" "jfk_53" "jfk_54" "jfk_55" "jfk_56" "jfk_57" "jfk_58" "jfk_59" "jfk_60" "jfk_61" "jfk_62" "jfk_63" "jfk_64" "jfk_65" "jfk_66" "jfk_67" "jfk_68" "jfk_69" "jfk_70" "jfk_71" "jfk_72" "jfk_73" "jfk_74" "jfk_75" "jfk_76" "jfk_77" "jfk_78" "jfk_79" "jfk_80" "jfk_81" "jfk_82" "jfk_83" "jfk_84" "jfk_85" "jfk_86" "jfk_87" "jfk_88" "jfk_89" "jfk_90" "jfk_91" "jfk_92" "jfk_93" "jfk_94" "jfk_95" "jfk_96" "jfk_97" "jfk_98" "jfk_99" "mt_01" "mt_02" "mt_03" "mt_04" "mt_05" "mt_06" "mt_07" "mt_08" "mt_09" "mt_10" "mt_11" "wc_01" "wc_02" "wc_03" "wc_04" "wc_05" "wc_06" "wc_07" "wc_08" "wc_09" "wc_10" "wc_11" "wc_12" "wc_13" "wc_14" "wc_15" "wc_16" "wc_17" "wc_18" "wc_19" "wc_20" "wc_21" "wc_22" "wc_23" "wc_24" "wc_25" "wc_26" "wc_27" "wc_28" "wc_29" "wc_30" "wc_31" "wc_32" "wc_33" "wc_34" "wc_35" "wc_36" "wc_37" "wc_38" "wc_39" "wc_40" "wc_41" "wc_42" "wc_43" "wc_44" "wc_45" "wc_46" "wc_47" "wc_48" "wc_49" "wc_50"
"new" 0 0 4 0 0 0 4.95049504950495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05263157894737 1.04166666666667 4 0 4.16666666666667 4.16666666666667 0 0 0 3.09278350515464 0 0 0 3.09278350515464 2.08333333333333 0 0 0 3.125 0 1.05263157894737 4 0 0.970873786407767 4 0 0 0 0 0 0 0 0 0 0 3.09278350515464 0 0 0 0 1 1.96078431372549 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2.08333333333333 4 5.15463917525773 3.06122448979592 4.21052631578947 0 0 0 0 0 0 3.125 0 1 0 0 1 0 0 0 0 0 1 0 0 5.20833333333333 0 0 0 0 3.09278350515464 0 3.125 0 3.125 2.10526315789474 0 0 3.09278350515464 0 0 4.12371134020619 0 0 0 0 0 0 0 0 0 3 4.16666666666667 1.03092783505155 4.90196078431373 0 5 0 0 0 1.03092783505155 2.08333333333333 0 1.04166666666667 2.08333333333333 2.04081632653061 0 4.08163265306122 0 0 3.03030303030303 3.125 5 4 3.06122448979592 0 2 4 3.09278350515464 0 0 1.04166666666667 5.15463917525773 3.03030303030303 1.04166666666667 0 0 5.10204081632653 1.04166666666667 1.03092783505155 4.16666666666667 0 3.09278350515464 0 0 0 0 0 2 0 2 4.08163265306122 1 0 1 0 0 0 0 0 2 0 1.03092783505155 0 1 0 0 2 0 0 0 0 0 3.125 0 0 0 1 0 0 0 0 2.02020202020202 1.96078431372549 2.06185567010309 0 0 2.08333333333333 0 0 0 0 2.10526315789474 0 0 0 0 0 0 0 0 2.04081632653061 0 0 0
"states" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0752688172043 0 0 0 0 0 0 0 0 0 2.02020202020202 0 0 0 5 0 0 0 0 0 1.03092783505155 0 2.1978021978022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333333333333 2 0 0 0 0 0 0 0 0 0 0 2.04081632653061 2 0 0 2 2.10526315789474 0 0 0 0 3 1.04166666666667 0 0 4.08163265306122 2.08333333333333 0 3.09278350515464 4.12371134020619 2.08333333333333 1.04166666666667 0 4.16666666666667 0 0 0 0 0 0 4.12371134020619 0 0 0 3.09278350515464 3.88349514563107 4.12371134020619 0 2 0 2 0 0 0 2.08333333333333 2 1.05263157894737 0 0 0 2.08333333333333 4.16666666666667 4.16666666666667 2.08333333333333 2.04081632653061 3 4.08163265306122 0 1.05263157894737 0 5.20833333333333 1 3 4.08163265306122 0 0 2 3.09278350515464 0 4.16666666666667 2.08333333333333 0 1.01010101010101 3.125 0 3.09278350515464 2.04081632653061 1.04166666666667 0 3.125 0 0 2.08333333333333 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4.04040404040404 0 0 0 5 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1.01010101010101 0 2.06185567010309 3 4.21052631578947 0 0 0 5.05050505050505 4.04040404040404 2.10526315789474 2.12765957446809 2.97029702970297 0 0 0 4 3 0 2.04081632653061 2 4 5
"government" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 0 0 1.01010101010101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2.06185567010309 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1.05263157894737 0 2.10526315789474 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 1.94174757281553 2 0 3 3.125 1 0 0 0 0 4.16666666666667 4.08163265306122 3.125 3 4.12371134020619 1.03092783505155 3.125 2.08333333333333 0 0 5.26315789473684 4.16666666666667 5.26315789473684 0 2.08333333333333 0 0 0.99009900990099 0 0 0 2.9126213592233 1.03092783505155 3.125 0 5.20833333333333 0 1.04166666666667 4.12371134020619 0 0 0 0 1.04166666666667 1.02040816326531 2.06185567010309 0 0 0 0 0 0 0 4 3.15789473684211 3.03030303030303 3.125 2 0 1.02040816326531 0 1 0 0 0 2.08333333333333 0 0 4.04040404040404 0 0 0 0 0 0 4.16666666666667 0 0 1.04166666666667 0 0 0 3.06122448979592 3 0 3 4.08163265306122 0 0 5 1.01010101010101 3.125 4.21052631578947 0 2.06185567010309 3 0 4.12371134020619 3.03030303030303 0 3.06122448979592 0 4 3.03030303030303 5.26315789473684 0 3 0 1.04166666666667 0 0 0 4 0 0 0 0 1.01010101010101 4.90196078431373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"time" 1.94174757281553 0.970873786407767 4 0 2.88461538461538 5.20833333333333 2.97029702970297 3.125 0 2.08333333333333 0 0 0 0 0 0 3.15789473684211 1.03092783505155 2.10526315789474 0 0 0 0 0 1.05263157894737 4.21052631578947 1.04166666666667 0 0 0 0 2.02020202020202 0 0 0 0 0 0 0 0 0 0 2.06185567010309 0 0 0 0 0 0 0 0 3.15789473684211 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 2.02020202020202 0 0 3 0 1 0 1.03092783505155 2.10526315789474 0 3.06122448979592 0 0 0 3.09278350515464 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2.06185567010309 0 0 0 0 0 0 0 0 0 0 4.12371134020619 0 0 2.06185567010309 0 0 0 0 0 1 0 0 0 0 1.96078431372549 0 1 1.05263157894737 0 0 1.03092783505155 2.08333333333333 0 1.04166666666667 3.125 3.06122448979592 4 0 3 1.05263157894737 0 2.08333333333333 0 0 2.04081632653061 2 0 0 0 0 0 1.04166666666667 3.09278350515464 1.01010101010101 0 0 0 0 0 1.03092783505155 0 0 0 0 3.09278350515464 0 0 0 1 0 1 1.02040816326531 2 0 0 0 0 0 0 0 3 4 0 2.02020202020202 2 3.06122448979592 0 2 2.02020202020202 2.10526315789474 3 1 2.06185567010309 3.125 2.08333333333333 4 0 0 0 1 3 0 2.02020202020202 0.980392156862745 2.06185567010309 4 0 2.08333333333333 1.04166666666667 0 3.03030303030303 0 2.10526315789474 2.12765957446809 2.97029702970297 0 0 0 2 1 0 2.04081632653061 2 2 0
"countries" 0 2.9126213592233 0 0 0 0 0 0 0 0 2.94117647058824 0 0 0 0 1 0 0 2.10526315789474 5.05050505050505 5.15463917525773 4.12371134020619 3.96039603960396 4.12371134020619 0 4.21052631578947 3.125 2 1.04166666666667 3.125 5.20833333333333 4.04040404040404 3.09278350515464 4.04040404040404 4.12371134020619 0 1.04166666666667 3.125 3.09278350515464 0 4.3010752688172 0 0 0 0 0 4 2 0 3 5.05050505050505 0 5 0 4 3 0 3.125 0 3 0 4 3.2967032967033 0 4 3 0 0 4 1.01010101010101 4 0 0 4 2 0 0 1.05263157894737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.02040816326531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 0 0 0 0 0 2.06185567010309 0 0 0 3.09278350515464 0 2.06185567010309 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.03092783505155 0 1.04166666666667 0 0 0 0 0 0 3 1.01010101010101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"country" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.02020202020202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3.2967032967033 0 0 0 0 0 0 0 1 1 3 0 0 0 2.06185567010309 3.15789473684211 1.04166666666667 0 0 0 0 0 4.08163265306122 0 0 0 4.21052631578947 1.04166666666667 1 0 4.16666666666667 0 0 2.10526315789474 0 2 0 0 2.08333333333333 4 4.16666666666667 0 2.08333333333333 4.12371134020619 0 0 5.20833333333333 0 2.06185567010309 4.12371134020619 3.125 3.125 2.06185567010309 0 0 0 3.15789473684211 0 0 0 2.06185567010309 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0 0 0 0 2.08333333333333 2.08333333333333 3.125 2.08333333333333 3.06122448979592 0 0 0 0 0 2.08333333333333 0 1 3.06122448979592 0 0 2 0 0 0 0 1.03092783505155 0 0 0 0 1.02040816326531 0 0 0 0 0 0 2.06185567010309 0 0 4.08163265306122 1 0 0 2.04081632653061 0 0 1 2.02020202020202 1.04166666666667 2.10526315789474 3 3.09278350515464 0 4 3.09278350515464 1.01010101010101 0 3.06122448979592 0 3 3.03030303030303 1.05263157894737 0 1 2.06185567010309 0 0 3 0 0 0 0 1 0 0 1.96078431372549 0 0 0 0 3.125 0 0 0 0 0 0 0 3.125 0 1 0 3 0 0 0 0
"may" 0 0 0 0 0 1.04166666666667 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.15789473684211 4.12371134020619 0 0 0 1.03092783505155 0 0 0 0 0 3.125 0 0 0 0 0 0 0 3 0 0 2 1.05263157894737 1 0 0 0 0 1.04166666666667 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 0 2.10526315789474 0 0 3.09278350515464 0 0 0 0 0 0.970873786407767 0 3.125 0 0 0 0 0 0 0 0 1.05263157894737 0 0 0 3.125 1.04166666666667 3.125 2.08333333333333 1.02040816326531 0 1.02040816326531 0 3.15789473684211 0 2.08333333333333 0 1 3.06122448979592 2 1 0 4.12371134020619 0 1.04166666666667 0 0 0 0 2.06185567010309 3.09278350515464 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 5.49450549450549 0 0 2 0 0 4.04040404040404 1.04166666666667 0 2 0 0 0 1.03092783505155 1.01010101010101 4 2.04081632653061 0 0 0 3.15789473684211 2 4 4.12371134020619 2.08333333333333 2.08333333333333 3 1 4 0 3 2 4 1.01010101010101 1.96078431372549 3.09278350515464 0 1.05263157894737 3.125 0 0 1.01010101010101 2.02020202020202 0 1.06382978723404 1.98019801980198 0 0 1 3 4 0 3.06122448979592 4 5 0
"years" 0 0 0 0.99009900990099 1.92307692307692 0 0 1.04166666666667 4.12371134020619 0 0.980392156862745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 0 0 0 2.02020202020202 0 0 0 0 3.09278350515464 0 3.2258064516129 3.125 0 0 1.01010101010101 0 0 2 0 0 0 1.05263157894737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2.10526315789474 3.09278350515464 0 0 0 0 1.04166666666667 0 0 0 0 4.16666666666667 2.10526315789474 0 0 0 0 3.125 0 0 0 0 0 3.15789473684211 3 0 0 3.125 0 1.04166666666667 0 1.04166666666667 0 0 0 0 2.06185567010309 5.20833333333333 0 2.06185567010309 0 0 0 0 0 0 2.06185567010309 0 0 0 0 0 0 0 0 4 0 1 0 0 1.96078431372549 2.08333333333333 0 1.05263157894737 0 4.08163265306122 1.03092783505155 3.125 1.04166666666667 2.08333333333333 0 0 1 2.04081632653061 4 0 0 1.04166666666667 0 1 3.06122448979592 0 0 0 2.06185567010309 0 0 0 0 3.03030303030303 0 0 0 0 0 2.06185567010309 0 1.04166666666667 3.09278350515464 0 1.03092783505155 0 0 2.04081632653061 0 0 0 2.04081632653061 0 0 3 0 0 2.10526315789474 1 2.06185567010309 0 0 0 0 0 0 0 1 0 3.15789473684211 0 3 3.09278350515464 0 2.08333333333333 0 0 0 0 0 1 0 0 2.94117647058824 0 3 0 0 0 3 2.02020202020202 0 0 0 0 2.06185567010309 0 0 2 2 3 3.06122448979592 0 0 0
"united" 0 0 0 0.99009900990099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06185567010309 0 0 0 0 0 0 1 0 1.04166666666667 0 2.02020202020202 0 0 1.03092783505155 0 0 0 0 2.08333333333333 0 0 0 0 0 0 1 0 0 0 2.02020202020202 0 0 0 0 2 0 3.125 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.04081632653061 0 0 0 3 0 0 1.04166666666667 0 0 2 2.08333333333333 0 0 4.08163265306122 0 0 2.06185567010309 2.06185567010309 2.08333333333333 0 0 0 0 0 0 0 0 0 2.06185567010309 0 0 0 1.03092783505155 2.9126213592233 3.09278350515464 0 2 0 3 0 0 0 3.125 0 0 0 0 0 1.04166666666667 4.16666666666667 3.125 2.08333333333333 1.02040816326531 3 0 0 0 0 4.16666666666667 0 4 3.06122448979592 0 0 0 0 0 4.16666666666667 2.08333333333333 0 0 4.16666666666667 0 2.06185567010309 0 1.04166666666667 0 0 0 0 1.04166666666667 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 4.04040404040404 0 0 0 3 1.01010101010101 0 0 0 0 1.04166666666667 0 0 0 2 0 0 0 0 2.02020202020202 0 2.06185567010309 4 3.15789473684211 0 0 0 5.05050505050505 3.03030303030303 4.21052631578947 4.25531914893617 1.98019801980198 0 0 1 4 4 0 3.06122448979592 0 4 2
"upon" 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10526315789474 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.02040816326531 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 3.09278350515464 0 0 0 0 0 0 0 0 0 0 3.125 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2.04081632653061 0 0 2 0 3.03030303030303 2.08333333333333 0 2.06185567010309 0 0 4.12371134020619 4.12371134020619 0 3.125 0 0 2.08333333333333 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 0 3 2.06185567010309 3 0 1.03092783505155 2.02020202020202 5 1.02040816326531 0 4 4.04040404040404 5.26315789473684 3 4 3.09278350515464 3.125 3.125 4 2 0 5.31914893617021 3 3 0 4.04040404040404 2.94117647058824 2.06185567010309 2 3.15789473684211 3.125 0 0 2.02020202020202 4.04040404040404 0 3.19148936170213 2.97029702970297 0 0 0 4 1 1 2.04081632653061 4 2 2
"many" 0.970873786407767 0 2 0 0 2.08333333333333 0 0 0 1.04166666666667 2.94117647058824 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 1.05263157894737 4.16666666666667 0 0 2.08333333333333 0 0 0 0 0 0 1.04166666666667 0 0 0 0 2.08333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.99009900990099 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05263157894737 1.04166666666667 1.02040816326531 0 0 0 0 0 0 0 2.10526315789474 0 3.125 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.09278350515464 1.04166666666667 0 1.04166666666667 0 0 0 0 2.08333333333333 0 3.125 0 0 2.10526315789474 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1.96078431372549 1.04166666666667 2 1.05263157894737 0 0 0 1.04166666666667 5.20833333333333 2.08333333333333 3.125 3.06122448979592 0 3.06122448979592 0 1.05263157894737 0 1.04166666666667 1 1 1.02040816326531 0 1 1 0 0 0 0 0 0 1.04166666666667 1.03092783505155 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 0 0 3 1.02040816326531 1 0 0 0 2.08333333333333 2.10526315789474 0 0 3 0 0 0 0 0 0 0 0 1.05263157894737 0 0 3.09278350515464 1.04166666666667 0 4 2 3 3.19148936170213 3 4 0 3.03030303030303 0 0 3 0 3.125 2.08333333333333 1 2.02020202020202 1.01010101010101 3.15789473684211 3.19148936170213 0 0 0 0 2 3 0 2.04081632653061 0 2 0
"global" 0 0 0 0 0 0 0 2.08333333333333 0 0 2.94117647058824 0 3.96039603960396 2.04081632653061 0 3 0 4.12371134020619 1.05263157894737 4.04040404040404 4.12371134020619 3.09278350515464 2.97029702970297 2.06185567010309 2.10526315789474 3.15789473684211 4.16666666666667 0 2.08333333333333 5.20833333333333 5.20833333333333 4.04040404040404 0 4.04040404040404 4.12371134020619 1.01010101010101 4.16666666666667 2.08333333333333 5.15463917525773 2.08333333333333 0 0 0 2.08333333333333 1.01010101010101 1.05263157894737 0 4 0.970873786407767 1 2.02020202020202 1.05263157894737 4 3 3 5 0 3.125 1 5 4.12371134020619 2 0 0 0 2 1.96078431372549 0 4 2.02020202020202 4 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"power" 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.12371134020619 0 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.09278350515464 0 0 0 0 0 0 0 3.06122448979592 0 0 0 0 0 0 0 0 0 0 2.10526315789474 0 2 0 0 3.125 0 1.04166666666667 0 4.16666666666667 0 0 0 1.04166666666667 0 0 0 0 0 0 0 0 2.08333333333333 1.05263157894737 0 0 0 0 0 4.12371134020619 0 2.06185567010309 0 5.15463917525773 1.04166666666667 0 3.125 0 0 0 0 0 0 1.05263157894737 0 0 0 2.08333333333333 2.08333333333333 3.125 3.125 2.04081632653061 3 0 2 3.15789473684211 3.03030303030303 1.04166666666667 3 0 1.02040816326531 0 3 0 0 2.02020202020202 0 0 4.12371134020619 0 2.08333333333333 0 2.06185567010309 0 2.08333333333333 0 4.16666666666667 0 0 0 0 0 0 0 3 0 0 0 0 0 3 0 0 0 3 1.03092783505155 0 0 0 1.01010101010101 0 0 0 2 0 0 0 0 4.12371134020619 3.125 0 0 1 0 1.06382978723404 1 0 2 3.03030303030303 0 2.06185567010309 0 0 0 0 0 2.02020202020202 2.02020202020202 0 0 0 0 1.04166666666667 1 3 0 0 0 0 2 1
"today" 0 1.94174757281553 2 1.98019801980198 0.961538461538462 0 0 0 1.03092783505155 4.16666666666667 0.980392156862745 1.88679245283019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 1.03092783505155 1.01010101010101 0 0 2.06185567010309 0 0 3.125 3.09278350515464 0 2.02020202020202 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 0.980392156862745 3.2258064516129 0 0 0 0 0 0 0 3.15789473684211 0 4.21052631578947 3.125 1.02040816326531 1.03092783505155 0 0 0 0 0 2.08333333333333 0 4.21052631578947 2.08333333333333 0 0 0 1.02040816326531 0 0 1.94174757281553 0 0 2 0 3 0 2 0 1.03092783505155 0 0 0 0 0 0 0 0 2.06185567010309 3.125 0 2.08333333333333 3.15789473684211 0 0 2.06185567010309 0 4.95049504950495 2.06185567010309 2.06185567010309 0 3.88349514563107 0 0 0 0 0 0 0 0 0 0 0 1.04166666666667 5.10204081632653 0 0 0 0 0 0 0 0 0 2.10526315789474 0 2.08333333333333 0 0 0 0 0 0 0 3.03030303030303 0 0 1.03092783505155 0 0 2.06185567010309 3.09278350515464 0 0 0 0 3.125 0 0 0 0 0 2.04081632653061 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05263157894737 0 0 0 1.04166666666667 0 0 0 3 0 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 0 0 1.04166666666667 2 0 0 0 0 0 1 0
"year" 2.9126213592233 3.88349514563107 1 0 0 0 0 0 0 0 1.96078431372549 0 1.98019801980198 3.06122448979592 0 0 0 4.12371134020619 3.15789473684211 0 0 0 0.99009900990099 3.09278350515464 0 0 0 4 1.04166666666667 0 2.08333333333333 0 0 2.02020202020202 2.06185567010309 0 4.16666666666667 0 2.06185567010309 0 0 0 0 2.08333333333333 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1.0752688172043 0 0 5 0 0 1 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 0 0 0 0 3.125 0 0 0 0 0 0 3.15789473684211 0 0 0 0 0 0 0 0 0 3.125 0 3.09278350515464 2.06185567010309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 0 0 2 0 0 2.94117647058824 0 0 0 0 0 0 0 2.08333333333333 0 0 2.04081632653061 0 2.04081632653061 2 2.10526315789474 0 0 0 0 0 0 0 0 3.09278350515464 0 2.08333333333333 1.04166666666667 3.09278350515464 0 3.125 0 1.03092783505155 2.04081632653061 0 4.12371134020619 3.125 0 0 0 0 0 0 0 2 0 0 3.06122448979592 0 0 0 2.02020202020202 0 0 0 2.06185567010309 0 0 0 1.01010101010101 0 0 0 0 0 1.05263157894737 0 0 0 0 0 0 0 0 0 0 0 0 2.02020202020202 0 0 0 0 2.08333333333333 2.08333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"need" 1.94174757281553 0 2 0 1.92307692307692 0 2.97029702970297 2.08333333333333 0 0 0.980392156862745 2.83018867924528 0 0 0 1 4.21052631578947 3.09278350515464 0 5.05050505050505 4.12371134020619 4.12371134020619 3.96039603960396 0 3.15789473684211 4.21052631578947 1.04166666666667 0 0 1.04166666666667 2.08333333333333 1.01010101010101 1.03092783505155 2.02020202020202 3.09278350515464 0 3.125 3.125 3.09278350515464 0 3.2258064516129 0 2.06185567010309 3.125 3.03030303030303 2.10526315789474 0 0 0 2 3.03030303030303 0 1 2 0 0 0 1.04166666666667 0 0 0 3 0 0 0 2 2.94117647058824 0 0 0 1 0 0 5 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 1.94174757281553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 3.15789473684211 0 0 0 0 0 0 0 0 0.970873786407767 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2.06185567010309 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06185567010309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
